rentree;Rentree universitaire;niv_geo;reg_nom;regroupement;rgp_formations_ou_etablissements;secteur;secteur_de_l_etablissemen;sexe;sexe_de_l_etudiant;Nombre total d’étudiants inscrits;A des effectifs en formations de DUT;Nombre d’étudiants inscrits en DUT;A des effectifs en formations d'ingénieurs;Nombre d’étudiants inscrits dans les formations d’Ingénieur;diffusable;Données diffusables;secret;Données soumises au secret statistique;niveau_geo;Identifiant de l’unité géographique;Identifiant de la région;Identifiant de l'académie;Identifiant du département;Identifiant de l'unité urbaine
2012;2012-13;Région;Guadeloupe;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;49.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R01;R01;;;
2012;2012-13;Région;Guadeloupe;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;177.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R01;R01;;;
2012;2012-13;Région;Guadeloupe;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;407.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R01;R01;;;
2012;2012-13;Région;Martinique;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;55.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2012;2012-13;Région;Martinique;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;175.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2012;2012-13;Région;Martinique;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;560.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2012;2012-13;Région;Martinique;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;367.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2012;2012-13;Région;Guyane;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;31.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R03;R03;;;
2012;2012-13;Région;Guyane;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;178.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R03;R03;;;
2012;2012-13;Région;Guyane;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;281.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R03;R03;;;
2012;2012-13;Région;Guyane;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;1114.0;oui;147;non;;oui;Données diffusables;non;Autres données;REGION;R03;R03;;;
2012;2012-13;Région;La Réunion;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;299.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R04;R04;;;
2012;2012-13;Région;La Réunion;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;18.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R04;R04;;;
2012;2012-13;Région;La Réunion;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;638.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R04;R04;;;
2012;2012-13;Région;La Réunion;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;154.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R04;R04;;;
2012;2012-13;Région;La Réunion;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;420.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R04;R04;;;
2012;2012-13;Région;La Réunion;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;109.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R04;R04;;;
2012;2012-13;Région;La Réunion;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;1451.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R04;R04;;;
2012;2012-13;Région;La Réunion;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;119.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R04;R04;;;
2012;2012-13;Région;Mayotte;UNIV;Universités;PU;Établissements publics;1;Masculin;193.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R06;R06;;;
2012;2012-13;Région;Île-de-France;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;7769.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2012;2012-13;Région;Île-de-France;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;8911.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2012;2012-13;Région;Île-de-France;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;21873.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2012;2012-13;Région;Île-de-France;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;1529.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2012;2012-13;Région;Île-de-France;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;2747.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2012;2012-13;Région;Île-de-France;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;4859.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2012;2012-13;Région;Île-de-France;GE;Grands établissements MENESR;PU;Établissements publics;2;Feminin;17809.0;non;;oui;455.0;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2012;2012-13;Région;Île-de-France;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;287738.0;oui;7501;oui;3956.0;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2012;2012-13;Région;Île-de-France;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;66002.0;non;;oui;3332.0;oui;Données diffusables;non;Autres données;REGION;R11;R11;;;
2012;2012-13;Région;Centre-Val de Loire;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;3.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2012;2012-13;Région;Centre-Val de Loire;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;201.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2012;2012-13;Région;Centre-Val de Loire;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;1;Masculin;60.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2012;2012-13;Région;Centre-Val de Loire;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;1036.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2012;2012-13;Région;Centre-Val de Loire;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;410.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2012;2012-13;Région;Centre-Val de Loire;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;137.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2012;2012-13;Région;Centre-Val de Loire;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;702.0;non;;oui;702.0;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2012;2012-13;Région;Centre-Val de Loire;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;2854.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2012;2012-13;Région;Centre-Val de Loire;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;1272.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R24;R24;;;
2012;2012-13;Région;Bourgogne-Franche-Comté;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;1602.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2012;2012-13;Région;Bourgogne-Franche-Comté;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;25.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2012;2012-13;Région;Bourgogne-Franche-Comté;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;69.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R27;R27;;;
2013;2013-14;Région;Pays de la Loire;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;927.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2013;2013-14;Région;Pays de la Loire;ESPE;ESPE;PU;Établissements publics;2;Feminin;916.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2013;2013-14;Région;Pays de la Loire;ESPE;ESPE;PU;Établissements publics;1;Masculin;359.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R52;R52;;;
2013;2013-14;Région;Bretagne;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;1;Masculin;540.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2013;2013-14;Région;Bretagne;EC_ART;Écoles supérieures art et culture;PR;Établissements privés;2;Feminin;506.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2013;2013-14;Région;Bretagne;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;2159.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2013;2013-14;Région;Bretagne;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;503.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2013;2013-14;Région;Bretagne;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;1945.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2013;2013-14;Région;Bretagne;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;602.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2013;2013-14;Région;Bretagne;ENS;Écoles normales supérieures (ENS);PU;Établissements publics;1;Masculin;274.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2013;2013-14;Région;Bretagne;ESPE;ESPE;PU;Établissements publics;1;Masculin;468.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R53;R53;;;
2013;2013-14;Région;Nouvelle-Aquitaine;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;2038.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2013;2013-14;Région;Nouvelle-Aquitaine;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;1313.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2013;2013-14;Région;Nouvelle-Aquitaine;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;158.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2013;2013-14;Région;Nouvelle-Aquitaine;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;2;Feminin;166.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2013;2013-14;Région;Nouvelle-Aquitaine;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;1972.0;non;;oui;1972.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2013;2013-14;Région;Nouvelle-Aquitaine;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;8539.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2013;2013-14;Région;Nouvelle-Aquitaine;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;2655.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2013;2013-14;Région;Nouvelle-Aquitaine;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;86179.0;oui;3686;oui;1731.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2013;2013-14;Région;Nouvelle-Aquitaine;UNIV;Universités;PU;Établissements publics;1;Masculin;50806.0;oui;6268;oui;852.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2013;2013-14;Région;Occitanie;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;2958.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2013;2013-14;Région;Occitanie;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;1376.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2013;2013-14;Région;Occitanie;ESPE;ESPE;PU;Établissements publics;2;Feminin;2189.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2013;2013-14;Région;Occitanie;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;6340.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2013;2013-14;Région;Occitanie;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;107517.0;oui;3824;oui;3619.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2013;2013-14;Région;Occitanie;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;85664.0;oui;6547;oui;7382.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;2699.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;7248.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;5652.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;1;Masculin;1071.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;1418.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;2846.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;ENS;Écoles normales supérieures (ENS);PU;Établissements publics;2;Feminin;857.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;1;Masculin;6736.0;non;;oui;6736.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;1304.0;non;;oui;1304.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;6988.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;2;Feminin;138152.0;oui;6290;oui;4591.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Auvergne-Rhône-Alpes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;31826.0;non;;oui;1304.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;2047.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;1;Masculin;3100.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;EC_PARAM;Écoles paramédicales et sociales;PR;Établissements privés;2;Feminin;4484.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;427.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;445.0;non;;oui;445.0;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Provence-Alpes-Côte d'Azur;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;16072.0;non;;oui;88.0;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2013;2013-14;Région;Corse;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;14.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2013;2013-14;Région;Corse;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;2;Feminin;41.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2013;2013-14;Région;Corse;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;43.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2005;2005-06;Région;Nouvelle-Aquitaine;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;625.0;non;;oui;625.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2005;2005-06;Région;Nouvelle-Aquitaine;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;8535.0;non;;oui;1528.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2005;2005-06;Région;Nouvelle-Aquitaine;UNIV;Universités;PU;Établissements publics;2;Feminin;63475.0;oui;3683;oui;599.0;oui;Données diffusables;non;Autres données;REGION;R75;R75;;;
2005;2005-06;Région;Occitanie;CPGE;Classes préparatoires aux grandes écoles (CPGE);PR;Établissements privés;2;Feminin;279.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2005;2005-06;Région;Occitanie;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;1034.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2005;2005-06;Région;Occitanie;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;3427.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2005;2005-06;Région;Occitanie;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;3127.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2005;2005-06;Région;Occitanie;EC_JUR;Écoles juridiques et administratives;PU;Établissements publics;1;Masculin;71.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2005;2005-06;Région;Occitanie;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;2968.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2005;2005-06;Région;Occitanie;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;2;Feminin;274.0;non;;oui;274.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2005;2005-06;Région;Occitanie;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;80249.0;oui;6374;oui;6396.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2005;2005-06;Région;Occitanie;UNIV;Universités;PU;Établissements publics;1;Masculin;59172.0;oui;6374;oui;566.0;oui;Données diffusables;non;Autres données;REGION;R76;R76;;;
2005;2005-06;Région;Auvergne-Rhône-Alpes;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;2944.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2005;2005-06;Région;Auvergne-Rhône-Alpes;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;5481.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2005;2005-06;Région;Auvergne-Rhône-Alpes;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;2;Feminin;2147.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2005;2005-06;Région;Auvergne-Rhône-Alpes;GE;Grands établissements MENESR;PU;Établissements publics;1;Masculin;63.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2005;2005-06;Région;Auvergne-Rhône-Alpes;ING_autres;Autres formations d'ingénieurs;PR;Établissements privés;1;Masculin;1589.0;non;;oui;1589.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2005;2005-06;Région;Auvergne-Rhône-Alpes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;2;Feminin;6120.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2005;2005-06;Région;Auvergne-Rhône-Alpes;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;4187.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2005;2005-06;Région;Auvergne-Rhône-Alpes;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;106196.0;oui;10274;oui;11510.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2005;2005-06;Région;Auvergne-Rhône-Alpes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;24807.0;non;;oui;937.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2005;2005-06;Région;Auvergne-Rhône-Alpes;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;1;Masculin;16656.0;non;;oui;1589.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2005;2005-06;Région;Auvergne-Rhône-Alpes;UNIV;Universités;PU;Établissements publics;2;Feminin;99425.0;oui;5970;oui;752.0;oui;Données diffusables;non;Autres données;REGION;R84;R84;;;
2005;2005-06;Région;Provence-Alpes-Côte d'Azur;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;947.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2005;2005-06;Région;Provence-Alpes-Côte d'Azur;EC_JUR;Écoles juridiques et administratives;PR;Établissements privés;1;Masculin;58.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2005;2005-06;Région;Provence-Alpes-Côte d'Azur;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;486.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2005;2005-06;Région;Provence-Alpes-Côte d'Azur;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;1;Masculin;161.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2005;2005-06;Région;Provence-Alpes-Côte d'Azur;ING_autres;Autres formations d'ingénieurs;PU;Établissements publics;2;Feminin;230.0;non;;oui;230.0;oui;Données diffusables;non;Autres données;REGION;R93;R93;;;
2005;2005-06;Région;Corse;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;2;Feminin;44.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2005;2005-06;Région;Corse;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;2;Feminin;288.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2005;2005-06;Région;Corse;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;1;Masculin;245.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2005;2005-06;Région;Corse;TOTAL;Total des formations d'enseignement supérieur;PR;Établissements privés;2;Feminin;67.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R94;R94;;;
2005;2005-06;Région;;UNIV;Universités;PU;Établissements publics;1;Masculin;7.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R99;R99;;;
2007;2007-08;Région;Nouvelle-Calédonie, Polynésie française, Saint-Martin;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;91.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R00;R00;;;
2007;2007-08;Région;Nouvelle-Calédonie, Polynésie française, Saint-Martin;EPEU;Etablissements d'enseignement universitaire privés;PR;Établissements privés;1;Masculin;40.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R00;R00;;;
2007;2007-08;Région;Nouvelle-Calédonie, Polynésie française, Saint-Martin;TOTAL;Total des formations d'enseignement supérieur;PU;Établissements publics;1;Masculin;2540.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R00;R00;;;
2007;2007-08;Région;Nouvelle-Calédonie, Polynésie française, Saint-Martin;UNIV;Universités;PU;Établissements publics;1;Masculin;1790.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R00;R00;;;
2007;2007-08;Région;Guadeloupe;EC_autres;Autres écoles de spécialités diverses;PU;Établissements publics;1;Masculin;143.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R01;R01;;;
2007;2007-08;Région;Guadeloupe;STS;Sections de techniciens supérieurs (STS) et assimilés;PR;Établissements privés;1;Masculin;227.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R01;R01;;;
2007;2007-08;Région;Guadeloupe;UNIV;Universités;PU;Établissements publics;1;Masculin;2042.0;oui;24;non;;oui;Données diffusables;non;Autres données;REGION;R01;R01;;;
2007;2007-08;Région;Martinique;CPGE;Classes préparatoires aux grandes écoles (CPGE);PU;Établissements publics;2;Feminin;173.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2007;2007-08;Région;Martinique;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;2;Feminin;59.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2007;2007-08;Région;Martinique;EC_ART;Écoles supérieures art et culture;PU;Établissements publics;1;Masculin;32.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2007;2007-08;Région;Martinique;EC_COM;Ecoles de commerce, gestion et comptabilité;PR;Établissements privés;1;Masculin;47.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2007;2007-08;Région;Martinique;EC_PARAM;Écoles paramédicales et sociales;PU;Établissements publics;1;Masculin;66.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2007;2007-08;Région;Martinique;EC_autres;Autres écoles de spécialités diverses;PR;Établissements privés;2;Feminin;46.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
2007;2007-08;Région;Martinique;STS;Sections de techniciens supérieurs (STS) et assimilés;PU;Établissements publics;2;Feminin;638.0;non;;non;;oui;Données diffusables;non;Autres données;REGION;R02;R02;;;
